doc_id,record_type,doc_date,source_type,sender_role,subject,review_request,reference_responsive,reference_reason,construction_subtype,near_duplicate_of,text,author_note,construction_id,file_position
RYD-0144,review,2026-05-24,call note,safety clerk,transit update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,Following up: Please remove my message about changing the inspection date.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0144,144
RYD-0145,review,2026-05-31,email,shift planner,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,I shared the bus schedule with the afternoon childcare group before dismissal. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0145,145
RYD-0146,review,2026-03-23,ticket,records assistant,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,uses indirect wording about hiding the requested inspection problem,vocabulary mismatch responsive,NA,Please note: Please scrub the yard note before the noon packet goes out.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0146,146
RYD-0147,review,2026-04-14,email,shift planner,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,Monday update: The old log shows the missed check; send the revised Calder Yard version.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0147,147
RYD-0148,review,2026-04-30,ticket,operations coordinator,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Please note: Tell the instructor that the practice file opens cleanly on the classroom laptops.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0148,148
RYD-0149,review,2026-05-07,meeting note,shift planner,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Ticket note: The bus pass envelope is short by three cards for Monday pickup, so reception may need extras.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0149,149
RYD-0150,review,2026-04-20,call note,operations coordinator,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,The supply order can include more left-handed scissors this month for the youth class. Call me if anything is unclear.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0150,150
RYD-0151,review,2026-05-03,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",near duplicate not responsive copy,RYD-0090,The classroom drill sticker sample belongs in the training folder.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0151,151
RYD-0152,review,2026-05-06,ticket,records assistant,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Forwarding from intake: Keep wet umbrellas in the bin by reception, not under the sign-in table.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0152,152
RYD-0153,review,2026-05-03,email,maintenance lead,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Following up: Use the staff room copier until the tray stops squeaking in the main office.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0153,153
RYD-0154,review,2026-05-19,chat,program manager,schedule follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,uses indirect wording about hiding the requested inspection problem,vocabulary mismatch responsive,NA,Following up: Use the clean timeline in the client packet and park the rough one elsewhere.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0154,154
RYD-0155,review,2026-04-12,meeting note,contract analyst,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,We need the room change notice sent to all mentors before the calendar reminder. Call me if anything is unclear.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0155,155
RYD-0156,review,2026-04-05,memo,maintenance lead,records question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",keyword false hit,NA,The maintenance log for Room 104 shows the sink repair was completed.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0156,156
RYD-0157,review,2026-05-16,ticket,operations coordinator,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,uses indirect wording about hiding the requested inspection problem,vocabulary mismatch responsive,NA,Keep the missed-check note out of the records room until after the walkthrough. Call me if anything is unclear.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0157,157
RYD-0158,review,2026-05-01,email,warehouse supervisor,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Please note: Tell reception that the visitor badge printer is back online. Marcus tested it.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0158,158
RYD-0159,review,2026-04-27,call note,program manager,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please tell the instructors that the annex door code changed for the next two evenings.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0159,159
RYD-0160,review,2026-03-21,ticket,operations coordinator,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Ask someone to bring the cart downstairs. The computer class ends early. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0160,160
RYD-0161,review,2026-04-08,email,contract analyst,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Chat at noon: Do not leave old flyers on the west bulletin board after the calendar changes.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0161,161
RYD-0162,review,2026-04-15,meeting note,shift planner,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Please note: Tell facilities that the mop closet key has been found under the supply cart.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0162,162
RYD-0163,review,2026-04-21,call note,records assistant,transit update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After the duplicate spelling is fixed print the evening roster.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0163,163
RYD-0164,review,2026-05-07,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,Per scheduling: Keep the Calder Yard delay in draft notes until after the visit.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0164,164
RYD-0165,review,2026-04-02,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,uses indirect wording about hiding the requested inspection problem,near duplicate responsive original,NA,Set the marked route sheet aside until the customer visit is over.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0165,165
RYD-0166,review,2026-03-18,ticket,program manager,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",near duplicate not responsive copy,RYD-0196,Reminder: Please remove the duplicate sandwich order from the event sheet.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0166,166
RYD-0167,review,2026-05-23,email,warehouse supervisor,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,The inspector role in the training exercise is assigned to Marcus.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0167,167
RYD-0168,review,2026-04-13,call note,operations coordinator,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Ticket note: The cafeteria menu changed because the soup warmer is out again and the vendor switched sides.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0168,168
RYD-0169,review,2026-04-20,call note,program manager,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After the storm close the lab windows and check the plants.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0169,169
RYD-0170,review,2026-05-30,call note,program manager,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Monday update: Do not place the floor fan against the hallway monitor stand because it wobbles.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0170,170
RYD-0171,review,2026-05-15,call note,records assistant,transit update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",near duplicate not responsive copy,RYD-0026,Forwarding from intake: The maintenance binder should include the Room 104 sink repair note.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0171,171
RYD-0172,review,2026-05-18,call note,safety clerk,transit update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Reminder: Please make sure the classroom plants get water before Monday, especially the ones near the window.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0172,172
RYD-0173,review,2026-04-16,call note,safety clerk,transit update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Chat at noon: Do not store clean towels on the lower supply shelf while the mop bucket dries.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0173,173
RYD-0174,review,2026-04-23,ticket,program manager,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Per scheduling: Move the classroom keys to Priya at the front desk tonight before the substitute arrives.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0174,174
RYD-0175,review,2026-04-20,meeting note,warehouse supervisor,payroll question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,"Per scheduling: The Calder Yard inspection gap belongs in my private notes, not the shared file.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0175,175
RYD-0176,review,2026-05-06,email,contract analyst,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",keyword false hit,NA,A visitor asked where to inspect donated laptops before class.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0176,176
RYD-0177,review,2026-05-27,memo,warehouse supervisor,records question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,uses indirect wording about hiding the requested inspection problem,vocabulary mismatch responsive,NA,Please note: The side folder has the version with the missing Tuesday stop.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0177,177
RYD-0178,review,2026-04-17,ticket,program manager,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,Per scheduling: Please change the inspection log wording before the records export.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0178,178
RYD-0179,review,2026-03-26,meeting note,contract analyst,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Per scheduling: Move the spare chargers beside the loaner laptop case after checking their labels.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0179,179
RYD-0180,review,2026-05-23,chat,records assistant,visitor follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please move the surplus binders out of the hallway cabinet before visitors use that corridor.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0180,180
RYD-0181,review,2026-04-24,memo,shift planner,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please gather leftover notebooks after the financial coaching session and return them to intake.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0181,181
RYD-0182,review,2026-05-29,ticket,program manager,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Ticket note: The visitor badge printer is back online after a paper jam; Marcus tested three sample cards.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0182,182
RYD-0183,review,2026-04-02,email,contract analyst,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,The evening roster can include the new child-care volunteer after Marta confirms clearance. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0183,183
RYD-0184,review,2026-03-11,ticket,operations coordinator,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After the lunch break open the employer panel room.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0184,184
RYD-0185,review,2026-03-23,ticket,safety clerk,desk update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please send me the final attendance count before catering closes.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0185,185
RYD-0186,review,2026-03-07,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Chat at noon: I found a grey umbrella under the third row table and tagged it for reception.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0186,186
RYD-0187,review,2026-05-31,memo,maintenance lead,records question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please keep the forklift practice cones by the south wall so the morning route stays clear.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0187,187
RYD-0188,review,2026-05-16,meeting note,contract analyst,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,Chat at noon: Move the draft inspection log to my folder and share only the cleaned copy.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0188,188
RYD-0189,review,2026-03-05,chat,program manager,schedule follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please check the thermostat before the afternoon computer lesson because Room 104 was cold yesterday.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0189,189
RYD-0190,review,2026-05-14,ticket,program manager,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Following up: Use the blue folders for translation cards and flyers at the outreach table.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0190,190
RYD-0191,review,2026-05-07,email,maintenance lead,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",near duplicate not responsive original,NA,Ticket note: The bus delay flyer should go on the lobby bulletin board.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0191,191
RYD-0192,review,2026-03-09,email,contract analyst,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Per scheduling: If anyone asks, the shuttle can wait. The cohort is almost ready.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0192,192
RYD-0193,review,2026-04-18,call note,safety clerk,transit update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Ask someone to unlock the storage closet before the safety drill and check the cones. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0193,193
RYD-0194,review,2026-05-05,call note,program manager,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Please note: Use my desk copy of the table layout if the printed plan disappears.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0194,194
RYD-0195,review,2026-05-20,chat,records assistant,visitor follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After the forum stack chairs away from the ramp.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0195,195
RYD-0196,review,2026-05-15,call note,operations coordinator,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",near duplicate not responsive original,NA,Reminder: The duplicate sandwich order should be removed from the event sheet.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0196,196
RYD-0197,review,2026-05-28,meeting note,maintenance lead,payroll question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Forwarding from intake: Keep the fruit trays covered until the job fair opens and the employer tables are staffed.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0197,197
RYD-0198,review,2026-03-02,meeting note,maintenance lead,payroll question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",keyword false hit,NA,Please attach the log of projector loans to the equipment ticket.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0198,198
RYD-0199,review,2026-04-10,call note,records assistant,transit update,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Ticket note: The training room smells like paint because the trim was touched up after yesterday's scuff marks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0199,199
RYD-0200,review,2026-05-31,email,warehouse supervisor,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,I gave the new volunteer a tour of the storage room and showed the key hook. Thanks.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0200,200
RYD-0201,review,2026-03-31,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Following up: Use the labelled bin for goggles after practice, and wipe the straps first.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0201,201
RYD-0202,review,2026-04-17,email,warehouse supervisor,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Forwarding from intake: Keep the room setup map with Dana today; she has the volunteer list.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0202,202
RYD-0203,review,2026-04-27,email,maintenance lead,training room note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,"Monday update: If the portal times out, save the student form again; call IT after that.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0203,203
RYD-0204,review,2026-03-19,meeting note,contract analyst,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Reminder: Please place the first-aid posters where students can see them during orientation check-in.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0204,204
RYD-0205,review,2026-05-28,ticket,program manager,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,For today: After the morning shift refill the badge sleeves at reception.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0205,205
RYD-0206,review,2026-05-11,chat,records assistant,visitor follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,We should replace the empty soap dispenser by the lab sink before the food class. Call me if anything is unclear.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0206,206
RYD-0207,review,2026-03-30,ticket,operations coordinator,supply note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Forwarding from intake: Keep the portable fan away from the doorway cord until facilities brings the floor cover.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0207,207
RYD-0208,review,2026-04-10,meeting note,contract analyst,supervisor note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Please note: Use the small lab if the annex gets crowded during the health workshop.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0208,208
RYD-0209,review,2026-03-10,memo,maintenance lead,records question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",TRUE,contains at least one predeclared keyword and is responsive to the request,keyword responsive,NA,"Chat at noon: After you copy the guardrail dates, delete the note about the late check.","Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0209,209
RYD-0210,review,2026-05-03,memo,shift planner,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Per scheduling: Move the seating chart to reception before the workshop so late arrivals can find seats.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0210,210
RYD-0211,review,2026-04-23,email,contract analyst,operations note,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Following up: We can start the employer panel after the lunch break once microphones are tested.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0211,211
RYD-0212,review,2026-04-29,call note,operations coordinator,routing item,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Chat at noon: Do not return the placards before the parking tour ends and guests leave.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0212,212
RYD-0213,review,2026-05-24,memo,contract analyst,support ticket,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Ticket note: The main hallway bulletin board needs fresh tape along the edges before the job fair flyers go up.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0213,213
RYD-0214,review,2026-05-09,chat,safety clerk,visitor follow-up,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",not responsive,NA,Chat at noon: I sent the room setup map to Dana. She will share it with volunteers.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0214,214
RYD-0215,review,2026-04-01,memo,warehouse supervisor,records question,"Find records about hiding safety inspection delays, changing inspection logs, or deleting inspection-related messages for the Calder Yard contract.",FALSE,"does not concern hiding inspection delays, changing logs, or deleting related messages",keyword false hit,NA,The Calder room key is missing from the facilities log.,"Constructed teaching record: this row is fictional and does not describe a real person, organisation, case, or media item.",RC-0215,215
